LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
PER,Peru,3,Agriculture,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,3,Agriculture,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,3,Agriculture,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,3,Agriculture,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,3,Agriculture,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,4,Forestry,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,5,Fisheries,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,6,Mining & Quarrying (incl. Oil extr.),V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,7,Secondary,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,9,Food and other,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,14,Electricity,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,17,Construction,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2010,2010,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2011,2011,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2012,2012,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2013,2013,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2014,2014,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2015,2015,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2016,2016,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2017,2017,0.103,,
PER,Peru,18,Tertiary,V,All types of restrictions,INDEX,Index total,2018,2018,0.103,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,19,Distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,20,Wholesale,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,21,Retail,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2010,2010,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2011,2011,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2012,2012,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2013,2013,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2014,2014,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2015,2015,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2016,2016,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2017,2017,0.433,,
PER,Peru,22,Transport,V,All types of restrictions,INDEX,Index total,2018,2018,0.433,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,23,Surface,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2010,2010,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2011,2011,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2012,2012,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2013,2013,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2014,2014,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2015,2015,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2016,2016,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2017,2017,0.625,,
PER,Peru,24,Maritime,V,All types of restrictions,INDEX,Index total,2018,2018,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2010,2010,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2011,2011,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2012,2012,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2013,2013,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2014,2014,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2015,2015,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2016,2016,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2017,2017,0.625,,
PER,Peru,25,Air,V,All types of restrictions,INDEX,Index total,2018,2018,0.625,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2010,2010,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2011,2011,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2012,2012,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2013,2013,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2014,2014,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2015,2015,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2016,2016,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2017,2017,0.3,,
PER,Peru,27,Media,V,All types of restrictions,INDEX,Index total,2018,2018,0.3,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2010,2010,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2011,2011,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2012,2012,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2013,2013,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2014,2014,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2015,2015,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2016,2016,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2017,2017,0.55,,
PER,Peru,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2018,2018,0.55,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,29,Other media,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,30,Communications,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,33,Financial services,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,34,Banking,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2013,2013,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2014,2014,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2015,2015,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2016,2016,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2017,2017,0.05,,
PER,Peru,35,Insurance,V,All types of restrictions,INDEX,Index total,2018,2018,0.05,,
PER,Peru,36,Other finance,V,All types of restrictions,INDEX,Index total,2010,2010,0.05,,
PER,Peru,36,Other finance,V,All types of restrictions,INDEX,Index total,2011,2011,0.05,,
PER,Peru,36,Other finance,V,All types of restrictions,INDEX,Index total,2012,2012,0.05,,
