LOCATION,Country,SECTOR,Sector / Industry,RESTYPE,Type of restriction,SERIES,Series2,TIME,Year,Value,Flag Codes,Flags
KOR,Korea,7,Secondary,V,All types of restrictions,INDEX,Index total,2018,2018,0.06,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,1997,1997,0.28,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2003,2003,0.005,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,8,Manufacturing,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2003,2003,0.025,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,9,Food and other,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,1997,1997,0.4,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,10,Oil ref. & Chemicals,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,11,"Metals, machinery and other minerals",V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,12,"Electric, Electronics and other instruments",V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,13,Transport equipment,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,1997,1997,0.667,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2003,2003,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2006,2006,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2010,2010,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2011,2011,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2012,2012,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2013,2013,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2014,2014,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2015,2015,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2016,2016,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2017,2017,0.417,,
KOR,Korea,14,Electricity,V,All types of restrictions,INDEX,Index total,2018,2018,0.417,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,1997,1997,0.583,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2003,2003,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2006,2006,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2010,2010,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2011,2011,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2012,2012,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2013,2013,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2014,2014,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2015,2015,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2016,2016,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2017,2017,0.333,,
KOR,Korea,15,Electricity generation,V,All types of restrictions,INDEX,Index total,2018,2018,0.333,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,1997,1997,0.75,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2003,2003,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2006,2006,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0.5,,
KOR,Korea,16,Electricity distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0.5,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,1997,1997,0.35,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,17,Construction,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,1997,1997,0.617,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2003,2003,0.166,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2006,2006,0.156,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2010,2010,0.156,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2011,2011,0.156,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2012,2012,0.156,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2013,2013,0.141,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2014,2014,0.141,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2015,2015,0.141,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2016,2016,0.141,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2017,2017,0.141,,
KOR,Korea,18,Tertiary,V,All types of restrictions,INDEX,Index total,2018,2018,0.141,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,1997,1997,0.3,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,19,Distribution,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,20,Wholesale,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,1997,1997,0.35,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,21,Retail,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,1997,1997,0.717,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2003,2003,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2006,2006,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2010,2010,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2011,2011,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2012,2012,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2013,2013,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2014,2014,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2015,2015,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2016,2016,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2017,2017,0.508,,
KOR,Korea,22,Transport,V,All types of restrictions,INDEX,Index total,2018,2018,0.508,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,23,Surface,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2003,2003,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2006,2006,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2010,2010,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2011,2011,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2012,2012,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2013,2013,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2014,2014,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2015,2015,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2016,2016,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2017,2017,0.975,,
KOR,Korea,24,Maritime,V,All types of restrictions,INDEX,Index total,2018,2018,0.975,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,1997,1997,0.9,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2003,2003,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2006,2006,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2010,2010,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2011,2011,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2012,2012,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2013,2013,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2014,2014,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2015,2015,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2016,2016,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2017,2017,0.55,,
KOR,Korea,25,Air,V,All types of restrictions,INDEX,Index total,2018,2018,0.55,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,1997,1997,0.25,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2003,2003,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2006,2006,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2010,2010,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2011,2011,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2012,2012,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2013,2013,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2014,2014,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2015,2015,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2016,2016,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2017,2017,0,,
KOR,Korea,26,Hotels & restaurants,V,All types of restrictions,INDEX,Index total,2018,2018,0,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2003,2003,0.663,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2006,2006,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2010,2010,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2011,2011,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2012,2012,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2013,2013,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2014,2014,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2015,2015,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2016,2016,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2017,2017,0.563,,
KOR,Korea,27,Media,V,All types of restrictions,INDEX,Index total,2018,2018,0.563,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2003,2003,0.95,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2006,2006,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2010,2010,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2011,2011,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2012,2012,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2013,2013,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2014,2014,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2015,2015,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2016,2016,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2017,2017,0.75,,
KOR,Korea,28,Radio & TV broadcasting,V,All types of restrictions,INDEX,Index total,2018,2018,0.75,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,1997,1997,1,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2003,2003,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2006,2006,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2010,2010,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2011,2011,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2012,2012,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2013,2013,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2014,2014,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2015,2015,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2016,2016,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2017,2017,0.375,,
KOR,Korea,29,Other media,V,All types of restrictions,INDEX,Index total,2018,2018,0.375,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,1997,1997,0.825,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2003,2003,0.5,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2006,2006,0.5,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2010,2010,0.5,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2011,2011,0.5,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2012,2012,0.5,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2013,2013,0.325,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2014,2014,0.325,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2015,2015,0.325,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2016,2016,0.325,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2017,2017,0.325,,
KOR,Korea,30,Communications,V,All types of restrictions,INDEX,Index total,2018,2018,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.825,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.5,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.5,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.5,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.5,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.5,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2014,2014,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2015,2015,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2016,2016,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2017,2017,0.325,,
KOR,Korea,31,Fixed telecoms,V,All types of restrictions,INDEX,Index total,2018,2018,0.325,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,1997,1997,0.825,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2003,2003,0.5,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2006,2006,0.5,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2010,2010,0.5,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2011,2011,0.5,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2012,2012,0.5,,
KOR,Korea,32,Mobile telecoms,V,All types of restrictions,INDEX,Index total,2013,2013,0.325,,
